id,title,url,upload_date,matching_questions,similarity,output,volatility_3d,threshold_label,result
377,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Less than 49 Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,0.6590996980667114,Impact,0.1914,Impact,1
378,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will 50 Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,0.6566706895828247,Impact,0.111,Impact,1
379,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6416680216789246,No impact,0.5786,Impact,0
380,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6290070414543152,No impact,0.5259,Impact,0
381,Caroline Kennedy calls cousin RFK Jr. a predator' ahead of his confirmation hearings,https://www.youtube.com/watch?v=2WQ9MtzuYaA,2025-01-28T23:57:27Z,Will Mitch McConnell vote to confirm Robert Kennedy Jr. as Secretary of Health and Human Services?,0.6140856146812439,Impact,0.1072,Impact,1
382,Caroline Kennedy calls cousin RFK Jr. a predator' ahead of his confirmation hearings,https://www.youtube.com/watch?v=2WQ9MtzuYaA,2025-01-28T23:57:27Z,Will John Fetterman vote to confirm Robert Kennedy Jr. as Secretary of Health and Human Services?,0.6072522401809692,Impact,0.5416,Impact,1
383,Caroline Kennedy calls cousin RFK Jr. a predator' ahead of his confirmation hearings,https://www.youtube.com/watch?v=2WQ9MtzuYaA,2025-01-28T23:57:27Z,Will Lisa Murkowski vote to confirm Robert Kennedy Jr. as Secretary of Health and Human Services?,0.604934811592102,Impact,1.1391,Impact,1
384,Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,2025-01-26T22:37:31Z,Nine Trump Cabinet confirmations in January?,0.6272993087768555,No impact,0.2003,Impact,0
385,Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,2025-01-26T22:37:31Z,Seven Trump Cabinet confirmations in January?,0.6221307516098022,No impact,0.7948,Impact,0
386,Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,2025-01-26T22:37:31Z,Five Trump Cabinet confirmations in January?,0.6215304136276245,No impact,0.165,Impact,0
387,Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,2025-01-26T22:37:31Z,Eight Trump Cabinet confirmations in January?,0.6212289333343506,No impact,0.8324,Impact,0
388,Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,2025-01-26T22:37:31Z,Six Trump Cabinet confirmations in January?,0.6143226623535156,No impact,0.2023,Impact,0
389,Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,2025-01-26T22:37:31Z,Ten or more Trump Cabinet confirmations in January?,0.6077927947044373,No impact,1.3823,Impact,0
390,Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,2025-01-26T22:37:31Z,Four Trump Cabinet confirmations in January?,0.6067795157432556,No impact,0.4811,Impact,0
391,Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,2025-01-26T21:45:53Z,Trump imposes 25% tariff on Canada and Mexico before March?,0.6703564524650574,Impact,0.2436,Impact,1
392,Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,2025-01-26T21:45:53Z,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6409205198287964,Impact,0.4868,Impact,1
393,Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,2025-01-26T21:45:53Z,Trump imposes 40% tariff on China in first 100 days?,0.6297565698623657,No impact,0.2516,Impact,0
394,"Promises made, promises not kept?",https://www.youtube.com/watch?v=nEClLG9xYwM,2025-01-25T11:01:07Z,Will Trump impose tariffs on Mexico in his first week?,0.6038267016410828,No impact,0.2935,Impact,0
395,Sen. Murkowski announces she'll vote no on Hegseth,https://www.youtube.com/watch?v=fJyVJK3aa8U,2025-01-23T19:23:55Z,Will Lisa Murkowski vote to confirm Pete Hegseth as Secretary of Defense?,0.7425628304481506,Impact,0.5711,Impact,1
396,Trump's 'oligarchy' of tech billionaires to attend inauguration,https://www.youtube.com/watch?v=LvP9lacmmbI,2025-01-18T17:05:18Z,Will Donald Trump be inaugurated?,0.6405285000801086,No impact,0.0008,No impact,1
397,Trump's 'oligarchy' of tech billionaires to attend inauguration,https://www.youtube.com/watch?v=LvP9lacmmbI,2025-01-18T17:05:18Z,Will Elon Musk attend presidential inauguration?,0.626099705696106,Impact,0.0166,No impact,0
399,TikTok CEO has message for Trump ahead of ban taking effect,https://www.youtube.com/watch?v=xiIgzN-rtgc,2025-01-17T22:02:54Z,TikTok banned in the US before May 2025?,0.8404302000999451,Impact,0.0573,Impact,1
400,TikTok CEO has message for Trump ahead of ban taking effect,https://www.youtube.com/watch?v=xiIgzN-rtgc,2025-01-17T22:02:54Z,TikTok banned in 2025?,0.8158887624740601,Impact,0.0207,No impact,0
401,TikTok CEO has message for Trump ahead of ban taking effect,https://www.youtube.com/watch?v=xiIgzN-rtgc,2025-01-17T22:02:54Z,Will Supreme Court delay the Tiktok ban?,0.6609524488449097,No impact,0.2887,Impact,0
402,TikTok CEO has message for Trump ahead of ban taking effect,https://www.youtube.com/watch?v=xiIgzN-rtgc,2025-01-17T22:02:54Z,TikTok sale announced before April?,0.6047475934028625,Impact,0.0827,Impact,1
403,'We will retaliate': Canada's FM responds to Trump's tariff threats,https://www.youtube.com/watch?v=b3C3UdXqVCg,2025-01-17T18:15:48Z,Will M�lanie Joly be the next leader of the Canadian Liberal Party?,0.6268784999847412,No impact,0.1323,Impact,0
404,Pamela Brown shares what Trump said after Court's TikTok ruling,https://www.youtube.com/watch?v=PY_N9LGa-LI,2025-01-17T16:47:29Z,TikTok banned in the US before May 2025?,0.7367563247680664,Impact,0.1324,Impact,1
405,Pamela Brown shares what Trump said after Court's TikTok ruling,https://www.youtube.com/watch?v=PY_N9LGa-LI,2025-01-17T16:47:29Z,TikTok banned in 2025?,0.7242347598075867,Impact,0.1278,Impact,1
406,Pamela Brown shares what Trump said after Court's TikTok ruling,https://www.youtube.com/watch?v=PY_N9LGa-LI,2025-01-17T16:47:29Z,Will Supreme Court delay the Tiktok ban?,0.6465351581573486,Impact,0.4681,Impact,1
407,TikTok users are flocking to a surprising app as US ban looms,https://www.youtube.com/watch?v=JiDSyWO1WN4,2025-01-17T15:15:02Z,TikTok banned in the US before May 2025?,0.6089156866073608,Impact,0.1324,Impact,1
408,TikTok users are flocking to a surprising app as US ban looms,https://www.youtube.com/watch?v=JiDSyWO1WN4,2025-01-17T15:15:02Z,TikTok banned in 2025?,0.6001102924346924,Impact,0.1278,Impact,1
409,Haberman on who she was surprised Trump didn't call out in social media post,https://www.youtube.com/watch?v=fm5AVI01UsA,2025-01-17T02:56:45Z,Will Donald Trump be inaugurated?,0.6444040536880493,No impact,0.0018,No impact,1
410,I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,2025-01-16T18:12:06Z,Will Mark Zuckerberg attend presidential inauguration?,0.6900826692581177,Impact,0.0557,Impact,1
411,I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,2025-01-16T18:12:06Z,Will Joe Biden attend presidential inauguration?,0.6800048351287842,No impact,0.0077,No impact,1
413,TikTok will be banned without a savior. Here are the alternative apps users are flocking to,https://www.youtube.com/watch?v=CJJ3Bb6MQZM,2025-01-16T16:00:49Z,TikTok banned in the US before May 2025?,0.7749595046043396,Impact,0.1921,Impact,1
414,TikTok will be banned without a savior. Here are the alternative apps users are flocking to,https://www.youtube.com/watch?v=CJJ3Bb6MQZM,2025-01-16T16:00:49Z,TikTok banned in 2025?,0.7720119953155518,Impact,0.1723,Impact,1
415,See Biden's reaction when reporter asks him if Trump should get credit for Gaza ceasefire,https://www.youtube.com/watch?v=bOAlULVM3HQ,2025-01-15T19:40:07Z,Israel x Hamas ceasefire by January 31?,0.6193087697029114,Impact,0.0616,Impact,1
416,See Biden's reaction when reporter asks him if Trump should get credit for Gaza ceasefire,https://www.youtube.com/watch?v=bOAlULVM3HQ,2025-01-15T19:40:07Z,Israel x Hamas ceasefire by March 31?,0.6127798557281494,Impact,0.0432,Impact,1
417,See Biden's reaction when reporter asks him if Trump should get credit for Gaza ceasefire,https://www.youtube.com/watch?v=bOAlULVM3HQ,2025-01-15T19:40:07Z,Trump ends Gaza war in first 100 days?,0.6044093370437622,Impact,0.0439,Impact,1
418,"Israel and Hamas agree to Gaza ceasefire and hostage deal, source says",https://www.youtube.com/watch?v=0vcIXogcQ3c,2025-01-15T17:32:25Z,Israel x Hamas ceasefire by January 31?,0.7017799019813538,Impact,0.0616,Impact,1
419,"Israel and Hamas agree to Gaza ceasefire and hostage deal, source says",https://www.youtube.com/watch?v=0vcIXogcQ3c,2025-01-15T17:32:25Z,Israel x Hamas ceasefire by March 31?,0.6989715695381165,Impact,0.0432,Impact,1
420,Report: TikTok is preparing to shut down in the US,https://www.youtube.com/watch?v=lYb2EIxn7Ps,2025-01-15T15:50:23Z,TikTok banned in the US before May 2025?,0.6445199251174927,Impact,0.1873,Impact,1
421,Report: TikTok is preparing to shut down in the US,https://www.youtube.com/watch?v=lYb2EIxn7Ps,2025-01-15T15:50:23Z,TikTok banned in 2025?,0.6221873760223389,Impact,0.1774,Impact,1
422,Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,2025-01-15T13:26:29Z,Will Michelle Obama attend presidential inauguration?,0.7342776656150818,No impact,0.1109,Impact,0
423,Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,2025-01-15T13:26:29Z,Will Kamala Harris attend presidential inauguration?,0.6643167734146118,No impact,0.0173,No impact,1
424,Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,2025-01-15T13:26:29Z,Will Hillary Clinton attend presidential inauguration?,0.6291794776916504,No impact,0.0221,Impact,0
426,Former Biden 2020 staffer tells Michelle Obama 'go live your best life' & skip Trump's inauguration,https://www.youtube.com/watch?v=MtSQQSmLtPQ,2025-01-15T13:26:29Z,Will Barack Obama attend presidential inauguration?,0.6018493175506592,No impact,0.0166,No impact,1
428,Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,2025-01-15T03:23:56Z,Will Michelle Obama attend presidential inauguration?,0.7164586782455444,No impact,0.1109,Impact,0
429,Michelle Obama to skip Trump inauguration,https://www.youtube.com/watch?v=pcVEDtJBy1g,2025-01-15T03:23:56Z,Will Barack Obama attend presidential inauguration?,0.629669189453125,No impact,0.0166,No impact,1
431,Scott Jennings: Pete Hegseth 'kicked their asses' at confirmation hearing,https://www.youtube.com/watch?v=VBWOAsQXNvQ,2025-01-14T21:18:14Z,Will Pete Hegseth be Trump's Defense Secretary?,0.6925162076950073,Impact,0.036,Impact,1
432,Scott Jennings: Pete Hegseth 'kicked their asses' at confirmation hearing,https://www.youtube.com/watch?v=VBWOAsQXNvQ,2025-01-14T21:18:14Z,Pete Hegseth confirmed as Secretary of Defense?,0.6829420328140259,Impact,0.0216,No impact,0
433,Stelter: Zuckerberg wants to get off Trump's enemy list',https://www.youtube.com/watch?v=D3virL5qfEs,2025-01-12T01:06:40Z,Will Mark Zuckerberg attend presidential inauguration?,0.6058559417724609,No impact,0.138,Impact,0
434,Trump's penalty-free sentencing cements felony conviction 10 days before he takes office,https://www.youtube.com/watch?v=8X6g91Wb06Y,2025-01-11T02:22:12Z,Will Trump appeal his hush money conviction?,0.6380127668380737,Impact,0.0021,No impact,0
435,Kara Scannell on what she noticed inside the courtroom during Trump's sentencing,https://www.youtube.com/watch?v=df6Z_Op6fhc,2025-01-10T18:02:26Z,Will Trump appeal his hush money conviction?,0.6849830150604248,Impact,0.0627,Impact,1
436,Kara Scannell on what she noticed inside the courtroom during Trump's sentencing,https://www.youtube.com/watch?v=df6Z_Op6fhc,2025-01-10T18:02:26Z,Trump in jail before inauguration?,0.6745537519454956,No impact,0.7979,Impact,0
437,Trump sentenced in hush money case,https://www.youtube.com/watch?v=V-h2ttTJUAo,2025-01-10T15:32:37Z,Will Trump appeal his hush money conviction?,0.7934401035308838,Impact,0.0627,Impact,1
438,Trump sentenced in hush money case,https://www.youtube.com/watch?v=V-h2ttTJUAo,2025-01-10T15:32:37Z,Trump in jail before inauguration?,0.6001920104026794,Impact,0.7979,Impact,1
439,Mexican President responds to Trump's remarks about changing the name of the Gulf of Mexico,https://www.youtube.com/watch?v=zeF9eaU7DCo,2025-01-08T22:35:04Z,"Trump renames Gulf of Mexico to ""Gulf of America"" in 2025?",0.7028865814208984,Impact,0.2828,Impact,1
441,Trump says Biden is making transition really difficult.' Trump's chief of staff thinks differently,https://www.youtube.com/watch?v=Cd2apubddfM,2025-01-07T00:15:58Z,Will Biden pardon Trump?,0.6998280882835388,No impact,0.0958,Impact,0
442,Trump says Biden is making transition really difficult.' Trump's chief of staff thinks differently,https://www.youtube.com/watch?v=Cd2apubddfM,2025-01-07T00:15:58Z,Will Biden issue more pardons than Trump?,0.6676849126815796,No impact,0.015,No impact,1
443,Trump says Biden is making transition really difficult.' Trump's chief of staff thinks differently,https://www.youtube.com/watch?v=Cd2apubddfM,2025-01-07T00:15:58Z,Will Biden issue a preemptive pardon?,0.6629260778427124,No impact,0.2701,Impact,0
451,Ukraine says Russia just lost an entire battalion. Retired US colonel explains what that may mean,https://www.youtube.com/watch?v=vSxnlSQLH2M,2025-01-06T12:37:38Z,Trump ends Ukraine war before inauguration?,0.6324344873428345,Impact,0.3965,Impact,1
452,Trump is set to be sentenced in criminal trial but won't face penalties. Analysts break it down,https://www.youtube.com/watch?v=uVboMyTTZlk,2025-01-04T12:01:11Z,Trump sentenced to prison in NY case before inauguration?,0.6831369400024414,Impact,0.4201,Impact,1
454,Trump is set to be sentenced in criminal trial but won't face penalties. Analysts break it down,https://www.youtube.com/watch?v=uVboMyTTZlk,2025-01-04T12:01:11Z,Trump in jail before inauguration?,0.6036410331726074,Impact,0.136,Impact,1
455,He's very angry': Haberman on Trump's reaction to NY hush money case,https://www.youtube.com/watch?v=Cu3TnmGN3Fg,2025-01-03T23:52:25Z,Will Trump appeal his hush money conviction?,0.6267768144607544,Impact,0.3819,Impact,1
456,He's very angry': Haberman on Trump's reaction to NY hush money case,https://www.youtube.com/watch?v=Cu3TnmGN3Fg,2025-01-03T23:52:25Z,Trump sentenced to prison in NY case before inauguration?,0.6170152425765991,No impact,0.4201,Impact,0
457,'You can start cutting off my fingers': GOP lawmaker vows to vote against Johnson,https://www.youtube.com/watch?v=KunWvtJRq1s,2025-01-03T14:10:00Z,213 votes for Mike Johnson to be Speaker on first ballot?,0.6360442638397217,Impact,0.5764,Impact,1
458,'You can start cutting off my fingers': GOP lawmaker vows to vote against Johnson,https://www.youtube.com/watch?v=KunWvtJRq1s,2025-01-03T14:10:00Z,212 votes for Mike Johnson to be Speaker on first ballot?,0.6197766065597534,Impact,0.5764,Impact,1
459,'You can start cutting off my fingers': GOP lawmaker vows to vote against Johnson,https://www.youtube.com/watch?v=KunWvtJRq1s,2025-01-03T14:10:00Z,210 or fewer votes for Mike Johnson to be Speaker on first ballot?,0.6064637899398804,Impact,0.5767,Impact,1
460,Arrest of impeached South Korean president suspended after tense standoff,https://www.youtube.com/watch?v=rg9ggUXXC8U,2025-01-03T12:39:55Z,Yoon arrested by January 31?,0.6680008172988892,Impact,0.2335,Impact,1
461,Arrest of impeached South Korean president suspended after tense standoff,https://www.youtube.com/watch?v=rg9ggUXXC8U,2025-01-03T12:39:55Z,South Korea First Lady Keon-hee arrested before April?,0.6492112874984741,Impact,0.2303,Impact,1
462,CNN's Harry Enten lays out two scenarios that could sink Johnson,https://www.youtube.com/watch?v=hYsISi5Y4pw,2025-01-02T14:48:31Z,Will Mike Johnson be the first elected Speaker of the House for the 119th congress?,0.6154906749725342,Impact,0.0061,No impact,0
